respid,intfreq,snsint2,q20,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,cregion,sex,age,marital,educ2,emplnw,inc,party,partyln
200011,5,2,1,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,1,1,2,66,2,5,3,3,2, 
200012,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,1,2,72,5,1,4,98,4,8
200014,1,1,4,1,1,1,2,1,1,1,1,2,3,5,1, ,3,1,1,1,1,2,43,1,6,1,9,2, 
200018,1,1,2,1,2,1,2,1,2,1,1,1,4, ,3, ,3,1,1,1,4,1,51,1,6,3,8,1, 
200020,2,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,1,2,1,1,3,2,34,1,4,1,3,2, 
300003,2,1,1,2,1,1,2,1,1,2,2,2, ,2,1, ,1,2,2,2,3,1,35,6,2,1,99,3,2
300004,1,1,1,2,1,2,1,1,1,2,2,1, ,1, ,2,1,1,1,1,3,1,20,6,5,4,9,1, 
300007,1,2, ,2,2,1,2,1,1,2,2,2, , ,5, ,5,2,2,2,3,2,45,6,3,4,1,3,8
300008,1,1,1,2,1,1,1,1,1,1,2,2, ,5,1,2,1,2,2,2,2,2,50,3,3,6,1,3,2
300012,2,1,3,1,2,1,2,1,2,1,2,2,2, ,2, ,3,1,1,1,3,1,54,1,4,1,6,1, 
300013,3,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,2,2,2,2,3,1,56,3,2,6,1,4,9
300015,1,1,1,2,1,1,2,1,2,2,2,2, ,2,1, ,3,2,1,2,3,1,99,9,5,99,99,4,8
300017,2,2,1,2,2,2,2,2,2,1,2,2, , , , , ,1,1,1,4,2,29,6,6,1,4,3,8
300019,2,1, ,2,1,1,1,1,2,2,1,2, ,5,8,4,1,2,1,2,4,2,46,6,5,2,3,2, 
300020,1,1,2,2,1,1,1,1,2,2,1,1, ,2,3,2,1,2,1,1,4,1,24,6,6,1,7,1, 
300022,2,1,3,2,2,1,1,1,1,2,2,2, , ,1,1,1,2,1,2,3,1,27,6,3,4,98,3,8
300024,1,1,1,2,1,1,1,1,1,2,2,2, ,2,1,2,1,1,1,1,3,2,35,2,2,1,7,4,8
300025,1,1,2,1,1,2,1,1,2,2,2,2,1,1, ,1,3,2,1,1,4,1,20,6,3,4,4,9,9
300026,2,2,1,2,2,2,1,1,2,1,2,1, , , ,1,1,1,1,1,4,1,25,6,4,1,9,2, 
300027,2,1,1,2,2,1,2,1,1,2,2,2, , ,5, ,1,2,2,2,4,2,53,4,3,4,1,3,2
300028,2,1,2,2,1,1,2,1,2,2,1,1, ,1,3, ,3,2,1,1,4,1,31,2,7,1,6,2, 
300030,4,1,1,2,1,1,1,1,2,2,1,2, ,1,1,1,1,1,1,1,4,1,32,5,4,1,6,8,8
300031,2,1,1,2,1,1,1,1,2,2,2,2, ,5,1,1,2,2,2,2,3,1,27,6,7,4,4,8,9
300032,2,1, ,2,1,1,2,1,1,2,2,2, ,2,1, ,3,2,2,2,4,2,37,4,3,4,1,8,8
300034,1,1,1,1,1,1,2,1,1,2,2,2,5,1,1, ,1,2,2,2,4,2,38,6,2,1,1,8,8
300039,1,1,1,2,2,1,2,1,1,2,2,2, , ,9, ,4,1,1,2,3,1,58,3,5,1,7,1, 
300040,2,1,1,2,2,1,2,2,2,2,2,2, , ,2, , ,2,2,2,3,1,58,6,6,6,3,2, 
300041,2,1, ,2,1,1,2,1,1,2,2,2, ,2,1, ,5,1,1,2,3,2,59,3,3,1,2,1, 
300043,2,1,1,2,1,1,2,1,1,2,2,2, ,2,1, ,3,2,2,2,2,1,50,1,2,1,4,2, 
300044,2,1,2,1,1,1,2,1,1,2,2,2,5,2,3, ,5,1,1,2,4,1,43,1,6,1,8,3,2
300052,1,1,1,1,1,1,1,1,1,2,2,2,5,2,1,3,1,1,2,1,4,2,34,4,3,1,3,3,8
300053,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,3,1,2,1,3,1,39,6,4,4,1,3,8
300055,2,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,2,1,1,2,4,1,54,3,5,1,5,1, 
300057,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,3,1,38,1,2,1,6,3,9
300058,2,1,1,2,1,1,1,1,2,2,1,2, ,2,1,1,3,2,1,1,1,2,27,2,6,1,7,2, 
300078,2,2,1,2,2,2,2,2,2,1,1,2, , , , , ,1,1,1,3,2,33,6,7,1,9,1, 
300081,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,3,2,21,6,5,4,98,2, 
300086,2,1,3,2,1,1,1,1,1,1,2,2, ,3,1,1,4,2,1,2,4,2,19,6,3,2,8,3,1
300089,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,2,35,6,6,3,5,3,9
300092,1,2,2,2,2,2,1,1,1,2,1,1, , , ,1,2,1,1,1,3,1,31,6,7,1,7,3,2
300094,2,1,2,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,3,1,53,1,7,1,9,2, 
300096,1,1,3,2,1,1,2,1,1,1,2,2, ,1,1, ,2,2,1,2,1,2,31,1,6,2,4,3,2
300100,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,1,55,1,7,3,9,3,1
300102,2,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,1,4,1,59,1,6,1,6,3,1
300110,4,1, ,2,2,1,2,1,2,2,2,2, , ,2, ,1,2,2,2,3,1,70,5,7,3,8,2, 
300111,1,1,1,2,1,1,1,1,1,1,2,2, ,5,1,2,1,1,1,1,3,1,25,1,5,1,6,3,1
300112,1,1,1,2,2,1,2,2,1,2,2,2, , ,1, , ,2,2,2,4,2,51,1,3,4,4,9,8
300113,1,1,1,2,1,1,1,1,2,1,2,2, ,5,1,1,1,1,1,1,4,2,30,1,2,1,6,2, 
300114,9,2, ,2,1,1,2,2,1,2,1,2, ,2,2, , ,2,1,2,3,1,60,3,7,1,3,4,2
300115,2,1,3,2,1,1,1,1,2,2,1,2, ,1,2,3,1,1,1,2,3,2,43,3,7,1,6,2, 
300116,3,1, ,2,2,1,2,1,1,2,2,2, , ,3, ,3,1,2,2,3,1,39,1,3,1,4,3,9
300121,2,1,1,2,2,1,2,2,1,2,1,2, , ,2, , ,1,1,2,3,1,55,1,7,3,9,3,2
300122,1,1,1,1,1,1,1,2,1,2,2,2,3,3,1,3, ,1,1,1,3,2,54,5,3,2,3,3,9
300123,2,2,1,2,2,2,2,1,2,2,2,2, , , , ,2,1,2,1,4,1,57,1,3,1,5,9,1
300124,3,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,4,1,53,1,3,5,5,2, 
300125,2,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,1,1,2,4,1,69,6,6,3,4,3,2
300126,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,5,1,1,2,3,2,73,1,6,3,99,3,2
300127,1,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,2,1,3,1,28,6,5,2,98,2, 
300128,3,1,3,2,1,1,2,1,1,2,2,2, ,2,2, ,5,1,1,2,3,2,50,1,6,2,99,8,8
300130,1,1,1,2,1,1,1,1,1,1,2,2, ,2,2,2,1,2,2,2,3,2,32,4,4,4,1,3,9
300132,2,1,1,2,1,1,2,1,2,2,2,2, ,3,1, ,5,1,1,1,4,2,37,1,6,2,6,2, 
300134,1,1,1,2,1,1,1,1,1,2,1,2, ,3,5,5,3,2,2,1,3,1,35,9,99,1,99,9,9
300135,2,1,3,2,1,1,2,1,1,2,1,2, ,2,2, ,3,2,1,2,1,2,30,6,6,1,6,2, 
300138,1,2,3,2,2,1,2,1,1,2,1,2, , ,5, ,3,1,1,2,3,1,61,1,3,1,9,3,2
300139,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,4,1,19,6,4,1,8,3,2
300140,5,2, ,2,2,2,2,1,1,2,2,2, , , , ,1,2,2,2,4,2,34,2,3,2,3,3,9
300141,2,1,2,2,2,1,2,1,2,1,2,2, , ,2, ,4,1,1,1,4,2,70,1,6,3,8,1, 
300142,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,1,1,2,2,3,2,54,1,3,4,1,3,8
300144,1,1,1,2,2,1,1,1,1,2,2,2, , ,1,2,2,1,2,1,4,2,27,1,3,4,3,2, 
300148,2,1,3,2,2,1,2,2,2,1,2,2, , ,1, , ,1,2,2,4,2,53,3,3,4,99,9,9
300149,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,5,1,1,1,3,2,58,1,6,2,99,2, 
300152,2,2,3,2,2,2,2,1,2,2,1,2, , , , ,2,1,1,2,2,1,50,3,6,1,99,2, 
300155,2,1,3,1,1,1,1,1,1,2,2,2,3,2,1,2,1,2,1,1,3,1,21,6,4,7,2,3,2
300161,2,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,2,1,1,3,1,51,1,4,1,6,2, 
300162,3,1,1,1,1,1,2,1,1,1,1,2,2,3,2, ,2,1,1,2,1,2,40,1,6,1,9,3,2
300165,2,1,1,1,1,1,2,1,2,2,1,2,3,3,1, ,2,2,1,2,4,1,49,2,3,4,6,3,1
300168,1,1,1,1,1,1,1,1,1,2,2,2,5,3,1,3,1,1,2,2,4,1,35,1,6,1,9,9,9
300169,2,1,1,2,1,1,2,1,2,1,2,2, ,2,1, ,2,1,2,1,3,2,32,3,2,2,1,3,2
300175,2,2,1,2,2,2,2,2,1,2,2,2, , , , , ,2,1,2,1,1,67,1,7,1,9,3,2
300176,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,22,6,5,2,1,2, 
300182,1,1,1,1,1,1,2,1,1,1,2,1,1,5,1, ,1,1,1,1,3,2,39,1,3,4,3,3,2
300186,2,1,3,2,2,1,2,1,2,1,2,1, , ,1, ,1,2,1,1,3,2,35,1,5,8,6,1, 
300187,1,1,3,2,1,1,1,1,1,2,2,2, ,1,1,1,1,1,1,2,4,1,35,1,3,1,4,1, 
300188,1,1,1,2,1,1,2,1,2,1,2,2, ,3,2, ,1,1,1,2,4,2,28,6,6,1,3,2, 
300195,2,1,1,2,2,1,2,1,2,1,2,2, , ,3, ,1,1,1,1,4,1,20,6,3,1,9,9,9
300196,1,1,2,2,1,1,2,1,1,2,2,2, ,2,2, ,2,1,1,1,1,1,60,1,7,3,8,4,2
300199,2,1,3,2,1,2,2,1,1,1,1,2, ,2, , ,3,1,1,1,4,2,99,1,6,1,99,3,1
300200,2,1,1,2,2,1,1,1,2,2,1,2, , ,3,3,3,1,1,1,3,1,29,1,5,1,8,3,8
10,3,1, ,2,2,1,2,1,2,2,2,2, , ,2, ,4,2,1,2,2,2,67,1,3,3,6,3,2
23,2,2, ,2,2,1,2,1,2,2,2,2, , ,2, ,5,2,1,2,3,1,58,3,4,3,5,2, 
35,2,1, ,2,2,1,2,2,2,2,2,2, , ,4, , ,2,1,2,3,2,65,3,3,3,2,1, 
43,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,2,57,1,3,6,99,2, 
52,2,1, ,2,2,1,2,1,2,2,2,2, , ,1, ,2,2,1,2,3,1,70,1,3,3,6,1, 
66,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,5,2,1,2,2,1,86,1,6,3,3,1, 
74,4,2, ,2,2,2,2,1,2,2,2,2, , , , ,5,2,1,1,1,2,57,4,5,1,99,4,8
87,3,1, ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,4,1,73,1,3,3,6,1, 
89,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,2,79,5,6,3,4,3,2
92,2,1, ,2,2,1,2,2,2,2,2,2, , ,1, , ,1,2,2,2,2,98,9,99,99,99,9,9
99,5,1, ,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,3,2,58,3,6,1,7,2, 
118,2,2,3,2,2,2,2,2,2,2,2,2, , , , , ,2,1,8,1,1,19,6,1,4,1,3,8
129,2,1, ,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,2,2,73,5,5,3,3,3,2
130,4,2, ,2,2,1,2,2,2,2,2,2, , ,5, , ,2,1,2,3,2,83,3,5,3,1,1, 
169,4,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,2,99,6,7,3,99,2, 
194,1,1,2,2,2,1,2,1,2,2,1,2, , ,3, ,3,2,1,2,4,2,83,3,8,1,7,3,2
197,2,2, ,2,2,2,2,2,2,2,1,2, , , , , ,2,1,2,4,2,78,5,7,3,99,2, 
201,2,1,2,2,2,1,2,2,2,2,1,2, , ,2, , ,1,1,2,3,2,85,3,4,3,2,1, 
202,3,1, ,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,3,2,71,1,3,6,98,9,9
209,2,1,2,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,3,2,66,1,3,3,1,1, 
240,4,1, ,2,2,1,2,2,2,1,1,2, , ,3, , ,1,1,2,2,2,70,5,8,2,4,1, 
243,2,1, ,1,2,1,2,2,2,2,2,2,3, ,2, , ,2,1,2,3,2,74,5,4,3,1,3,1
278,2,1, ,2,2,1,2,1,2,1,2,2, , ,1, ,4,2,1,2,4,2,79,3,5,3,99,1, 
295,2,2, ,2,2,2,2,2,2,2,1,2, , , , , ,2,1,2,2,1,65,1,6,3,99,3,1
310,1,1, ,1,2,2,2,1,2,2,2,2,2, , , ,2,2,1,2,3,1,72,6,8,3,3,1, 
312,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,1,62,1,1,6,99,1, 
315,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,1,1,91,1,5,3,8,2, 
325,2,1, ,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,1,4,2,81,1,5,3,5,2, 
331,2,1, ,1,2,1,2,1,2,2,2,2,2, ,1, ,2,2,1,2,1,1,69,6,6,3,99,3,1
339,2,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,62,1,6,3,7,2, 
362,2,1,2,2,2,1,2,1,2,2,1,2, , ,1, ,3,2,1,2,2,1,69,1,7,2,2,3,1
377,4,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,1,3,2,65,3,6,3,6,2, 
100006,1,2, ,2,2,2,2,1,2,2,1,1, , , , ,2,2,1,1,3,1,32,2,6,1,7,2, 
100020,4,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,1,70,1,7,3,2,3,1
100024,4,1,2,2,2,1,2,1,1,1,1,2, , ,1, ,3,2,2,1,3,2,40,1,6,1,8,2, 
100044,2,1, ,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,3,1,62,3,6,3,5,2, 
100051,3,2,2,1,2,2,2,1,2,2,1,2,3, , , ,5,1,1,2,1,2,69,1,4,2,8,1, 
100062,2,1,2,2,2,1,2,1,2,1,2,2, , ,1, ,3,2,1,2,2,2,83,5,4,3,4,2, 
100085,2,1, ,1,2,1,2,1,2,2,1,2,4, ,2, ,3,2,1,2,3,2,54,3,7,3,9,2, 
100114,4,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,2,80,9,6,3,9,3,8
100115,3,1, ,2,2,1,2,1,2,2,2,2, , ,3, ,3,2,1,2,3,1,74,1,4,3,3,1, 
100130,4,1, ,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,3,1,72,5,3,3,2,1, 
100160,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,1,1,77,1,4,3,99,2, 
100196,3,2,2,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,4,2,69,1,6,3,7,2, 
100235,2,1, ,2,2,1,2,1,2,1,2,1, , ,1, ,8,2,1,2,1,1,69,6,6,4,2,3,2
100254,2,1, ,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,2,1,58,1,3,1,5,1, 
100365,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,2,1,72,3,5,3,9,1, 
100552,5,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,1,62,4,6,4,1,2, 
100560,5,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,2,2,2,3,2,88,5,4,3,6,3,1
100618,4,2, ,2,2,2,2,2,2,1,2,2, , , , , ,2,1,2,3,2,66,1,4,3,2,1, 
100670,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,1,70,6,3,1,8,3,1
100702,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,5,1,1,2,4,1,99,1,7,99,99,1, 
100845,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,2,66,1,6,4,99,1, 
100927,2,2, ,2,2,2,2,1,2,2,1,2, , , , ,1,2,1,2,1,1,57,1,7,1,8,3,1
100929,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,1,66,6,4,3,1,3,2
101032,3,2, ,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,4,2,81,5,3,3,1,4,9
101078,3,1, ,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,2,1,85,5,3,3,5,2, 
101112,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,65,3,3,3,4,1, 
101144,4,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,8,2,3,1,82,2,6,5,8,1, 
101146,3,1, ,2,2,1,2,1,2,2,2,2, , ,3, ,3,2,1,2,2,2,64,5,6,3,99,9,8
101168,4,1,2,2,2,1,2,2,2,2,2,2, , ,4, , ,1,1,2,4,2,84,1,4,4,7,1, 
101220,3,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,1,70,5,7,3,99,3,1
101247,8,1,2,2,2,1,2,1,2,2,2,2, , ,4, ,4,2,1,2,3,2,98,1,4,3,99,9,1
101254,1,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,2,1,1,3,1,26,3,2,4,98,2, 
101277,4,1,2,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,3,2,56,3,3,3,5,1, 
101283,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,2,2,77,5,4,3,99,3,2
101386,3,2, ,2,2,2,2,2,2,2,1,2, , , , , ,2,2,1,1,1,31,1,3,1,4,3,2
101390,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,1,64,1,3,3,99,1, 
101397,4,2,2,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,1,1,1,50,3,4,1,8,2, 
101435,3,1, ,2,2,1,2,8,2,2,2,2, , ,1, , ,2,1,2,1,2,65,1,4,3,5,4,1
101453,3,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,71,1,3,3,5,4,1
101536,4,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,1,65,1,8,3,99,3,8
101547,3,1,2,2,1,1,2,1,2,1,1,2, ,5,2, ,5,2,1,2,2,2,71,3,7,2,4,2, 
101568,3,2, ,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,2,1,99,3,3,3,3,1, 
101579,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,2,99,9,99,99,99,9,9
101587,2,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,1,2,2,1,73,1,4,1,6,1, 
101603,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,58,1,3,1,5,2, 
101606,3,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,4,1,86,1,4,3,7,3,1
101664,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,3,1,57,1,6,1,9,3,1
101737,3,1, ,2,2,1,2,1,2,2,2,2, , ,2, ,3,2,1,2,1,2,72,5,7,3,3,2, 
101806,3,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,1,35,6,3,4,1,2, 
200006,5,2, ,2,2,2,2,1,2,2,2,2, , , , ,2,1,2,2,4,2,30,1,3,4,99,9,9
200025,3,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,4,2,60,4,3,1,2,2, 
300061,4,2, ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,1,1,62,6,4,5,3,3,2
300194,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,4,1,65,1,4,3,4,4,2
282,2,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,8,2,4,2,85,3,6,3,6,9,1
230,3,2, ,2,1,2,2,2,8,2,1,2, ,3, , , ,1,1,2,3,2,81,5,6,3,98,3,8
300068,2,2,3,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,1,3,1,40,1,7,1,9,3,2
61,4,2, ,2,2,2,2,2,8,2,2,2, , , , , ,2,2,2,3,2,90,5,3,3,2,2, 
133,3,2, ,2,2,1,2,2,2,2,2,2, , ,2, , ,1,2,2,4,2,79,5,2,3,3,3,8
179,2,1,3,2,2,1,2,1,2,2,2,2, , ,2, ,1,1,1,1,3,2,30,6,5,4,2,2, 
204,2,1,1,2,2,1,2,2,2,2,2,2, , ,3, , ,2,2,2,3,1,69,3,2,3,1,2, 
259,2,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,2,79,4,8,3,7,2, 
263,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,1,1,71,6,3,3,99,3,8
291,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,1,1,83,1,6,3,4,1, 
335,3,1, ,2,2,1,2,2,2,1,2,2, , ,1, , ,1,2,2,3,1,99,9,2,3,99,2, 
100011,5,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,1,80,1,3,3,3,3,1
100034,3,1, ,2,2,1,1,1,2,2,2,2, , ,1,2,1,2,2,1,1,1,52,6,2,6,2,2, 
100069,5,2, ,2,2,1,2,2,2,2,2,2, , ,5, , ,2,1,2,3,1,88,5,4,3,1,3,1
100134,5,2, ,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,2,3,2,71,5,2,3,1,2, 
100306,4,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,1,1,1,23,6,2,1,7,1, 
100320,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,2,1,75,5,4,3,3,3,2
100415,5,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,2,70,5,3,3,2,2, 
100563,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,73,1,5,3,7,1, 
100619,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,2,2,47,6,2,6,98,3,8
100634,2,1,1,2,8,1,8,1,2,2,2,2, , ,1, ,1,2,1,1,4,1,60,3,2,6,99,5,2
100791,4,2,2,2,2,2,2,2,2,1,2,2, , , , , ,2,2,1,2,2,50,5,3,8,98,2, 
100808,2,1,2,1,1,1,2,1,1,2,1,2,5,1,1, ,5,2,1,2,3,1,60,4,6,1,7,2, 
100864,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,3,2,99,6,5,3,2,2, 
100945,1,1,1,2,2,1,1,1,2,2,2,2, , ,5,5,1,2,2,2,3,2,18,6,3,4,1,3,2
100952,5,2, ,2,2,2,1,2,2,2,2,2, , , ,5, ,2,2,2,3,2,72,5,3,3,3,3,2
101029,3,2,1,2,2,1,2,1,1,2,2,2, , ,3, ,3,2,1,2,4,2,42,1,1,4,3,2, 
101273,3,1,1,2,1,2,2,2,2,2,2,2, ,4, , , ,2,2,2,3,2,40,4,2,1,6,1, 
101413,3,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,4,1,35,1,5,1,9,3,2
101472,5,1,1,2,2,1,2,1,2,2,2,2, , ,4, ,4,1,1,1,4,1,53,3,5,1,7,2, 
101492,5,2, ,2,2,1,2,2,2,2,2,2, , ,2, , ,2,2,2,2,2,66,1,1,1,1,3,8
101503,4,1,1,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,2,1,1,62,1,6,1,2,2, 
101512,8,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,76,5,3,4,99,4,8
101629,5,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,2,1,77,3,3,3,9,1, 
101701,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,2,2,1,46,1,3,8,4,3,2
101751,3,2,8,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,1,78,4,2,3,1,2, 
101783,4,2,1,2,2,1,2,1,1,2,2,2, , ,3, ,3,2,2,2,1,1,40,1,1,1,1,3,2
300016,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,2,2,3,1,62,5,2,3,3,1, 
300131,5,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,65,1,3,1,5,3,2
300184,4,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,2,2,2,2,4,1,40,2,1,1,98,4,8
100089,1,1,2,2,1,1,2,1,2,2,1,2, ,1,1, ,3,1,1,2,1,2,54,3,6,4,4,2, 
