Playlist,Playlist Chartmetric ID,Playlist URL,Spotify Playlist ID,Spotify User ID,Spotify Playlist URL,Curator,Curator Chartmetric ID,Curator URL,Track Name,Track URL,Date Added,Days in List,Date Removed,Position,Total Tracks,Followers,28-day Change,28-day Change Percent
RADAR US,1981981,https://app.chartmetric.com/playlist/spotify?id=1981981,37i9dQZF1DWY0DyDKedRYY,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWY0DyDKedRYY,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"May 5, 2021",1 Days in List,"May 7, 2021",32,65,312838,-466,-0%
"tik tok songs trending in 2021 ",18854,https://app.chartmetric.com/playlist/spotify?id=18854,6RXgHyqUiEbSmX7NQZ05yQ,knivgaffel,https://open.spotify.com/user/knivgaffel/playlist/6RXgHyqUiEbSmX7NQZ05yQ,knivgaffel,100701,https://app.chartmetric.com/curator/spotify?id=100701,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",92,244,300231,5204,2%
indie pop & chill,988087,https://app.chartmetric.com/playlist/spotify?id=988087,37i9dQZF1DX5y8xoSWyhcz,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX5y8xoSWyhcz,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 9, 2021",27 Days in List,"May 7, 2021",37,105,193968,206,0%
Pop Favourites,1711820,https://app.chartmetric.com/playlist/spotify?id=1711820,37i9dQZF1DXcOFePJj4Rgb,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DXcOFePJj4Rgb,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,Hate U,https://app.chartmetric.com/track?id=30782180,"Apr 29, 2021",7 Days in List,"May 7, 2021",52,100,184551,5579,3%
Fierce Femmes,1777404,https://app.chartmetric.com/playlist/spotify?id=1777404,37i9dQZF1DX5kjCvsC5isB,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX5kjCvsC5isB,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 8, 2021",28 Days in List,"May 7, 2021",20,100,164663,4955,3%
The Rock List,988082,https://app.chartmetric.com/playlist/spotify?id=988082,37i9dQZF1DX4DZAVUAwHMT,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX4DZAVUAwHMT,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 7, 2021",29 Days in List,"May 7, 2021",22,50,141231,1578,1%
SALT,2248124,https://app.chartmetric.com/playlist/spotify?id=2248124,37i9dQZF1DX6tPTxr8qwRe,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX6tPTxr8qwRe,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 8, 2021",28 Days in List,"May 7, 2021",16,132,131948,24016,18%
Acustic Covers & Hits 2021,553429,https://app.chartmetric.com/playlist/spotify?id=553429,77vsvVJ7iWB1ySfDGh1SUP,zeynep_hcgl,https://open.spotify.com/user/zeynep_hcgl/playlist/77vsvVJ7iWB1ySfDGh1SUP,William Bozunovic Hultman,146924,https://app.chartmetric.com/curator/spotify?id=146924,"Dear First Love,",https://app.chartmetric.com/track?id=31454675,"Oct 20, 2020",198 Days in List,"May 7, 2021",23,181,126836,638,1%
Rock Your Block,987083,https://app.chartmetric.com/playlist/spotify?id=987083,37i9dQZF1DX8jpyvTAre41,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX8jpyvTAre41,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 9, 2021",27 Days in List,"May 7, 2021",69,98,125930,1640,1%
Driving Songs,2245240,https://app.chartmetric.com/playlist/spotify?id=2245240,1xWlHW8ODZ9kiYpe6nFakb,er32ebvzz277tfmxmh4hlwf0k,https://open.spotify.com/user/er32ebvzz277tfmxmh4hlwf0k/playlist/1xWlHW8ODZ9kiYpe6nFakb,frtyfve,295828,https://app.chartmetric.com/curator/spotify?id=295828,Dancing in the Dark,https://app.chartmetric.com/track?id=23924375,"Aug 22, 2020",257 Days in List,"May 7, 2021",130,197,120876,-778,-1%
Pop Hits 2000s - 2021,1734278,https://app.chartmetric.com/playlist/spotify?id=1734278,6mtYuOxzl58vSGnEDtZ9uB,maka_97,https://open.spotify.com/user/maka_97/playlist/6mtYuOxzl58vSGnEDtZ9uB,maka_97,230599,https://app.chartmetric.com/curator/spotify?id=230599,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",55,377,118343,5919,5%
"Fast and Furious Soundtrack ",1950867,https://app.chartmetric.com/playlist/spotify?id=1950867,4qL0MnN2dVwzIz4K5wzmb1,hfrphcq059cs2s8sviiush60o,https://open.spotify.com/user/hfrphcq059cs2s8sviiush60o/playlist/4qL0MnN2dVwzIz4K5wzmb1,Spotify Christmas Music,272597,https://app.chartmetric.com/curator/spotify?id=272597,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",28,222,115223,8094,7%
"2000s Pop Hits! ",2285090,https://app.chartmetric.com/playlist/spotify?id=2285090,0ZvpZ7BK7bx8Iam6aXO4p6,pvxy4lxq1ap704zfurb6wdemo,https://open.spotify.com/user/pvxy4lxq1ap704zfurb6wdemo/playlist/0ZvpZ7BK7bx8Iam6aXO4p6,Carefully Curated Bangers,4733639,https://app.chartmetric.com/curator/spotify?id=4733639,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",41,133,97281,-68,-0%
A Fine Giornata,983765,https://app.chartmetric.com/playlist/spotify?id=983765,37i9dQZF1DWUeDwH47meQn,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWUeDwH47meQn,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,"Dear First Love,",https://app.chartmetric.com/track?id=31454675,"Sep 25, 2020",223 Days in List,"May 7, 2021",55,60,97072,-129,-0%
,1673637,https://app.chartmetric.com/playlist/spotify?id=1673637,5pAp9Q7ayzYXb74FWZBXTv,abbiehernando,https://open.spotify.com/user/abbiehernando/playlist/5pAp9Q7ayzYXb74FWZBXTv,abbiehernando,224482,https://app.chartmetric.com/curator/spotify?id=224482,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Feb 3, 2021",92 Days in List,"May 7, 2021",65,195,93769,-555,-1%
Kids Songs,1803401,https://app.chartmetric.com/playlist/spotify?id=1803401,2NXQMbuBJHxm37uC6CArRM,tpfq85a51j5xg7andl6nuxdk8,https://open.spotify.com/user/tpfq85a51j5xg7andl6nuxdk8/playlist/2NXQMbuBJHxm37uC6CArRM,Dad Money,241077,https://app.chartmetric.com/curator/spotify?id=241077,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",59,151,89870,1658,2%
2010-2015 Hits,2406424,https://app.chartmetric.com/playlist/spotify?id=2406424,3FeewjLi5LMzIpV4h35QEz,ex7n4wnlsrmoy9xj58upkif98,https://open.spotify.com/user/ex7n4wnlsrmoy9xj58upkif98/playlist/3FeewjLi5LMzIpV4h35QEz,Sean Martin,14479377,https://app.chartmetric.com/curator/spotify?id=14479377,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",57,277,88559,6597,7%
Alternative Rock 90s 2000s Classics,1796574,https://app.chartmetric.com/playlist/spotify?id=1796574,5SMf1pyrOAwjwheZvHWkaj,tpfq85a51j5xg7andl6nuxdk8,https://open.spotify.com/user/tpfq85a51j5xg7andl6nuxdk8/playlist/5SMf1pyrOAwjwheZvHWkaj,Dad Money,241077,https://app.chartmetric.com/curator/spotify?id=241077,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",17,103,79837,854,1%
Pop EDGE,1001646,https://app.chartmetric.com/playlist/spotify?id=1001646,37i9dQZF1DX0X5xnexrYhC,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0X5xnexrYhC,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Jan 28, 2021",98 Days in List,"May 7, 2021",54,86,69636,424,1%
Clean Pop Hits 2021  🍬  Clean Hits 2021 - Best Pop 2021 Hits,8870,https://app.chartmetric.com/playlist/spotify?id=8870,5EwfCDWx2TrZ0qa3xXixUS,sanik007,https://open.spotify.com/user/sanik007/playlist/5EwfCDWx2TrZ0qa3xXixUS,Indiemono,128433,https://app.chartmetric.com/curator/spotify?id=128433,Hate U,https://app.chartmetric.com/track?id=30782180,"Sep 4, 2020",244 Days in List,"May 7, 2021",131,185,66965,3250,5%
the locker_,2402714,https://app.chartmetric.com/playlist/spotify?id=2402714,37i9dQZF1DWYmDNATMglFU,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWYmDNATMglFU,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 9, 2021",27 Days in List,"May 7, 2021",3,70,65858,48896,74%
" Slow Jams R&B",1784993,https://app.chartmetric.com/playlist/spotify?id=1784993,6nIY4UtQrZmeQaSNgAfdQn,wokbeatz,https://open.spotify.com/user/wokbeatz/playlist/6nIY4UtQrZmeQaSNgAfdQn,wokbeatz,240002,https://app.chartmetric.com/curator/spotify?id=240002,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",22,138,62717,20,0%
RnB Fridays,1776015,https://app.chartmetric.com/playlist/spotify?id=1776015,2OuP2z205UemwsVTgSlgzM,idtepvbenr4basn9l0rn0ce5v,https://open.spotify.com/user/idtepvbenr4basn9l0rn0ce5v/playlist/2OuP2z205UemwsVTgSlgzM,JudasVargas,239546,https://app.chartmetric.com/curator/spotify?id=239546,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Feb 2, 2021",93 Days in List,"May 7, 2021",111,164,61132,419,1%
RnB Fridays,1776015,https://app.chartmetric.com/playlist/spotify?id=1776015,2OuP2z205UemwsVTgSlgzM,idtepvbenr4basn9l0rn0ce5v,https://open.spotify.com/user/idtepvbenr4basn9l0rn0ce5v/playlist/2OuP2z205UemwsVTgSlgzM,JudasVargas,239546,https://app.chartmetric.com/curator/spotify?id=239546,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",17,164,61132,419,1%
It's a Bop,986645,https://app.chartmetric.com/playlist/spotify?id=986645,37i9dQZF1DWYMfG0Phlxx8,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWYMfG0Phlxx8,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 9, 2021",27 Days in List,"May 7, 2021",27,71,60229,1149,2%
After Soundtrack - All Songs,2413540,https://app.chartmetric.com/playlist/spotify?id=2413540,1BeOjThLZ1sTyigdadNcVr,qpnuahzbvlmlgwb6hjbv2aqpx,https://open.spotify.com/user/qpnuahzbvlmlgwb6hjbv2aqpx/playlist/1BeOjThLZ1sTyigdadNcVr,AFTER OFFICIAL,14483550,https://app.chartmetric.com/curator/spotify?id=14483550,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",19,54,58678,null,
RnB 90s-00s - Old School RnB,2024577,https://app.chartmetric.com/playlist/spotify?id=2024577,13YDWMOgGy2xUwhEDxc9NE,0hzl2lhqimijoy7ry8t3brf74,https://open.spotify.com/user/0hzl2lhqimijoy7ry8t3brf74/playlist/13YDWMOgGy2xUwhEDxc9NE,Pavle's Playlist Trading,274389,https://app.chartmetric.com/curator/spotify?id=274389,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",23,281,52125,2381,5%
心情大振,984006,https://app.chartmetric.com/playlist/spotify?id=984006,37i9dQZF1DX6AozTSWwAdQ,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX6AozTSWwAdQ,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"May 2, 2021",4 Days in List,"May 7, 2021",46,50,45414,725,2%
SAD MUSIC,26654,https://app.chartmetric.com/playlist/spotify?id=26654,64NKTsZtSwHb5s9eRv2Qtk,tomasrek,https://open.spotify.com/user/tomasrek/playlist/64NKTsZtSwHb5s9eRv2Qtk,Tómas Rekstad,138480,https://app.chartmetric.com/curator/spotify?id=138480,"Dear First Love,",https://app.chartmetric.com/track?id=31454675,"Feb 21, 2021",74 Days in List,"May 7, 2021",1,94,44675,-203,-0%
"Oldies/lowriders ",2422422,https://app.chartmetric.com/playlist/spotify?id=2422422,4tuzXbgLLPatFLGXRZUDa3,peter.bodan.20.pb,https://open.spotify.com/user/peter.bodan.20.pb/playlist/4tuzXbgLLPatFLGXRZUDa3,Oldies Throwback,14490721,https://app.chartmetric.com/curator/spotify?id=14490721,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",28,200,43024,null,
Ready to Rock,987086,https://app.chartmetric.com/playlist/spotify?id=987086,37i9dQZF1DX34lqLRYWFxq,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX34lqLRYWFxq,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 9, 2021",27 Days in List,"May 7, 2021",6,101,35664,540,2%
RnB Hits 90s & 2000s,2024574,https://app.chartmetric.com/playlist/spotify?id=2024574,28AOnXdRpkeBGMH3zMehz1,0hzl2lhqimijoy7ry8t3brf74,https://open.spotify.com/user/0hzl2lhqimijoy7ry8t3brf74/playlist/28AOnXdRpkeBGMH3zMehz1,Pavle's Playlist Trading,274389,https://app.chartmetric.com/curator/spotify?id=274389,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",20,180,30312,2999,10%
Pop Chef,2018169,https://app.chartmetric.com/playlist/spotify?id=2018169,4KwxcHlhX1f4NoHB3qvGc0,mh6pajzz2h0ozvz7idu1pwyss,https://open.spotify.com/user/mh6pajzz2h0ozvz7idu1pwyss/playlist/4KwxcHlhX1f4NoHB3qvGc0,JACKTV,326691,https://app.chartmetric.com/curator/spotify?id=326691,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Mar 18, 2021",49 Days in List,"May 7, 2021",106,137,29411,196,1%
Indie Selects 🎸🎶,1802797,https://app.chartmetric.com/playlist/spotify?id=1802797,7hD3QBkwV18jttwJOQa9NO,1276818072,https://open.spotify.com/user/1276818072/playlist/7hD3QBkwV18jttwJOQa9NO,Israel Torres,226133,https://app.chartmetric.com/curator/spotify?id=226133,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 14, 2021",22 Days in List,"May 7, 2021",43,182,28894,3886,13%
Alt Pop,2082195,https://app.chartmetric.com/playlist/spotify?id=2082195,3mZGUWMem7T7bEcqOlpVly,mh6pajzz2h0ozvz7idu1pwyss,https://open.spotify.com/user/mh6pajzz2h0ozvz7idu1pwyss/playlist/3mZGUWMem7T7bEcqOlpVly,JACKTV,326691,https://app.chartmetric.com/curator/spotify?id=326691,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Mar 18, 2021",49 Days in List,"May 7, 2021",39,224,26990,2072,8%
Alt Pop,2082195,https://app.chartmetric.com/playlist/spotify?id=2082195,3mZGUWMem7T7bEcqOlpVly,mh6pajzz2h0ozvz7idu1pwyss,https://open.spotify.com/user/mh6pajzz2h0ozvz7idu1pwyss/playlist/3mZGUWMem7T7bEcqOlpVly,JACKTV,326691,https://app.chartmetric.com/curator/spotify?id=326691,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 8, 2021",28 Days in List,"May 7, 2021",43,224,26990,2072,8%
Little Fires Everywhere Soundtrack Hulu (2020),1859947,https://app.chartmetric.com/playlist/spotify?id=1859947,7IeBtqKcjhoxA33GuhLiq5,lazz8j9bs7e4slcys2pj4nj5w,https://open.spotify.com/user/lazz8j9bs7e4slcys2pj4nj5w/playlist/7IeBtqKcjhoxA33GuhLiq5,DanDart1992,268749,https://app.chartmetric.com/curator/spotify?id=268749,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Feb 2, 2021",93 Days in List,"May 7, 2021",40,122,25661,-45,-0%
Happy Covers,2245238,https://app.chartmetric.com/playlist/spotify?id=2245238,50VZlIU41mhO7u5vf6JfTz,er32ebvzz277tfmxmh4hlwf0k,https://open.spotify.com/user/er32ebvzz277tfmxmh4hlwf0k/playlist/50VZlIU41mhO7u5vf6JfTz,frtyfve,295828,https://app.chartmetric.com/curator/spotify?id=295828,Dancing in the Dark,https://app.chartmetric.com/track?id=23924375,"Aug 22, 2020",257 Days in List,"May 7, 2021",8,76,25084,-267,-1%
The Old Guard Soundtrack Netflix (2020),1950869,https://app.chartmetric.com/playlist/spotify?id=1950869,5x4TpgNuzge4PyNAZV0l5p,hfrphcq059cs2s8sviiush60o,https://open.spotify.com/user/hfrphcq059cs2s8sviiush60o/playlist/5x4TpgNuzge4PyNAZV0l5p,Spotify Christmas Music,272597,https://app.chartmetric.com/curator/spotify?id=272597,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",37,124,23377,-145,-1%
The Old Guard Soundtrack Netflix (2020),1950869,https://app.chartmetric.com/playlist/spotify?id=1950869,5x4TpgNuzge4PyNAZV0l5p,hfrphcq059cs2s8sviiush60o,https://open.spotify.com/user/hfrphcq059cs2s8sviiush60o/playlist/5x4TpgNuzge4PyNAZV0l5p,Spotify Christmas Music,272597,https://app.chartmetric.com/curator/spotify?id=272597,Hate U,https://app.chartmetric.com/track?id=30782180,"Dec 2, 2020",155 Days in List,"May 7, 2021",78,124,23377,-145,-1%
The Old Guard Soundtrack Netflix (2020),1950869,https://app.chartmetric.com/playlist/spotify?id=1950869,5x4TpgNuzge4PyNAZV0l5p,hfrphcq059cs2s8sviiush60o,https://open.spotify.com/user/hfrphcq059cs2s8sviiush60o/playlist/5x4TpgNuzge4PyNAZV0l5p,Spotify Christmas Music,272597,https://app.chartmetric.com/curator/spotify?id=272597,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Feb 2, 2021",93 Days in List,"May 7, 2021",51,124,23377,-145,-1%
Riverdale Soundtrack - All Songs,2024576,https://app.chartmetric.com/playlist/spotify?id=2024576,49uwGWZxK0poSyutmSoN9W,0hzl2lhqimijoy7ry8t3brf74,https://open.spotify.com/user/0hzl2lhqimijoy7ry8t3brf74/playlist/49uwGWZxK0poSyutmSoN9W,Pavle's Playlist Trading,274389,https://app.chartmetric.com/curator/spotify?id=274389,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",21,194,23197,711,3%
fuzzy,1659047,https://app.chartmetric.com/playlist/spotify?id=1659047,37i9dQZF1DX0QMvE8mcOAb,spotify,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX0QMvE8mcOAb,Spotify,2,https://app.chartmetric.com/curator/spotify?id=2,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 16, 2021",20 Days in List,"May 7, 2021",15,85,21424,200,1%
,2031315,https://app.chartmetric.com/playlist/spotify?id=2031315,1rI3ZN86DjJXkb5GXVB9BY,camillazi,https://open.spotify.com/user/camillazi/playlist/1rI3ZN86DjJXkb5GXVB9BY,camillazi,182824,https://app.chartmetric.com/curator/spotify?id=182824,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Feb 2, 2021",93 Days in List,"May 7, 2021",10,64,21219,-257,-1%
"Big Little Lies Soundtrack - All Songs :) ",2399251,https://app.chartmetric.com/playlist/spotify?id=2399251,5zWTmr0iNwUDi9y9UvDVst,keiichin,https://open.spotify.com/user/keiichin/playlist/5zWTmr0iNwUDi9y9UvDVst,keiichin,304251,https://app.chartmetric.com/curator/spotify?id=304251,lonely & pathetic,https://app.chartmetric.com/track?id=32683122,"Feb 2, 2021",93 Days in List,"May 7, 2021",13,126,20774,-101,-0%
,2399234,https://app.chartmetric.com/playlist/spotify?id=2399234,7q4c6eRlx5sgG5vFlHADE1,1268343431,https://open.spotify.com/user/1268343431/playlist/7q4c6eRlx5sgG5vFlHADE1,Catieosaurus,14361503,https://app.chartmetric.com/curator/spotify?id=14361503,Dancing in the Dark,https://app.chartmetric.com/track?id=23924375,"Feb 11, 2021",84 Days in List,"May 7, 2021",1946,4318,20618,-163,-1%
Cha Cha Cha Top 100  y mucho más,321197,https://app.chartmetric.com/playlist/spotify?id=321197,3jnrjpdzix3HWx3VG1w8GL,dgsnure,https://open.spotify.com/user/dgsnure/playlist/3jnrjpdzix3HWx3VG1w8GL,dgsnure,74026,https://app.chartmetric.com/curator/spotify?id=74026,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 8, 2021",28 Days in List,"May 7, 2021",233,390,16160,-12,-0%
Life is strange soundtrack - all songs <3,2306979,https://app.chartmetric.com/playlist/spotify?id=2306979,7dy8xLlG2H39eREy1kUUFC,o8s82dcifwbq61ok0hxycy0t2,https://open.spotify.com/user/o8s82dcifwbq61ok0hxycy0t2/playlist/7dy8xLlG2H39eREy1kUUFC,51 Reasons,8922907,https://app.chartmetric.com/curator/spotify?id=8922907,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",21,23,15063,1940,13%
Mario Kart Study playlist,2420507,https://app.chartmetric.com/playlist/spotify?id=2420507,1nqnj5b3zyeIReJ1DtZeCD,x1zjvqmqhjsnb572sc000pt7s,https://open.spotify.com/user/x1zjvqmqhjsnb572sc000pt7s/playlist/1nqnj5b3zyeIReJ1DtZeCD,Christopher Mclaren,330566,https://app.chartmetric.com/curator/spotify?id=330566,death wish,https://app.chartmetric.com/track?id=34059640,"Apr 19, 2021",17 Days in List,"May 7, 2021",52,187,14130,null,
"Sad Songs 2020 // Crying Music ",1872625,https://app.chartmetric.com/playlist/spotify?id=1872625,0mwRp3stWSUmu34QfcH9wq,0nplsedmglqz06kc6gdlr3gzf,https://open.spotify.com/user/0nplsedmglqz06kc6gdlr3gzf/playlist/0mwRp3stWSUmu34QfcH9wq,Sam's Sandle Shop,269303,https://app.chartmetric.com/curator/spotify?id=269303,"Dear First Love,",https://app.chartmetric.com/track?id=31454675,"Oct 15, 2020",203 Days in List,"May 7, 2021",10,81,13875,-143,-1%
Pop Playlist 2021,2304531,https://app.chartmetric.com/playlist/spotify?id=2304531,2UZk7JjJnbTut1w8fqs3JL,h3wiwz33k3h0jwdt5coxmbhfk,https://open.spotify.com/user/h3wiwz33k3h0jwdt5coxmbhfk/playlist/2UZk7JjJnbTut1w8fqs3JL,Best Playlists Ever,296064,https://app.chartmetric.com/curator/spotify?id=296064,Dead Inside,https://app.chartmetric.com/track?id=29760657,"Dec 11, 2020",146 Days in List,"May 7, 2021",82,137,12932,1778,14%
