Playlist,Playlist Chartmetric ID,Playlist URL,Spotify Playlist ID,Spotify User ID,Spotify Playlist URL,Curator,Curator Chartmetric ID,Curator URL,Track Name,Track URL,Date Added,Days in List,Date Removed,Position,Total Tracks,Followers,28-day Change,28-day Change Percent
Swing Dance/Country 🔥,1889562,https://app.chartmetric.com/playlist/spotify?id=1889562,41wRxzUQNg3lYMMBbQTbJk,1270729800,https://open.spotify.com/user/1270729800/playlist/41wRxzUQNg3lYMMBbQTbJk,Justyn Davy,278953,https://app.chartmetric.com/curator/spotify?id=278953,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Jun 26, 2020",47 Days in List,"Aug 12, 2020",674,990,2117,48,2%
Swing Dance/Country 🔥,1889562,https://app.chartmetric.com/playlist/spotify?id=1889562,41wRxzUQNg3lYMMBbQTbJk,1270729800,https://open.spotify.com/user/1270729800/playlist/41wRxzUQNg3lYMMBbQTbJk,Justyn Davy,278953,https://app.chartmetric.com/curator/spotify?id=278953,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Jun 12, 2020",13 Days in List,"Jun 25, 2020",674,990,2117,48,2%
Swing Dance/Country 🔥,1889562,https://app.chartmetric.com/playlist/spotify?id=1889562,41wRxzUQNg3lYMMBbQTbJk,1270729800,https://open.spotify.com/user/1270729800/playlist/41wRxzUQNg3lYMMBbQTbJk,Justyn Davy,278953,https://app.chartmetric.com/curator/spotify?id=278953,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Jun 10, 2020",1 Days in List,"Jun 11, 2020",674,990,2117,48,2%
Outlaw Country/ Banjo,1828607,https://app.chartmetric.com/playlist/spotify?id=1828607,3arbTzJYIgoYKbIr7aApBf,12128520596,https://open.spotify.com/user/12128520596/playlist/3arbTzJYIgoYKbIr7aApBf,Kiel Shrefler,258937,https://app.chartmetric.com/curator/spotify?id=258937,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"May 9, 2020",11 Days in List,"May 20, 2020",746,648,1849,6,0%
Outlaw Country/ Banjo,1828607,https://app.chartmetric.com/playlist/spotify?id=1828607,3arbTzJYIgoYKbIr7aApBf,12128520596,https://open.spotify.com/user/12128520596/playlist/3arbTzJYIgoYKbIr7aApBf,Kiel Shrefler,258937,https://app.chartmetric.com/curator/spotify?id=258937,Red Eyes,https://app.chartmetric.com/track?id=20513570,"May 1, 2020",8 Days in List,"May 9, 2020",726,648,1849,6,0%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Nov 13, 2020",14 Days in List,"Nov 27, 2020",480,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"May 8, 2020",2 Days in List,"May 10, 2020",445,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"May 11, 2020",1 Days in List,"May 12, 2020",449,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"May 13, 2020",7 Days in List,"May 20, 2020",452,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"May 26, 2020",1 Days in List,"May 27, 2020",463,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Jun 2, 2020",3 Days in List,"Jun 5, 2020",469,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Jul 6, 2020",83 Days in List,"Sep 27, 2020",452,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Sep 28, 2020",38 Days in List,"Nov 5, 2020",479,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Dec 4, 2020",3 Days in List,"Dec 7, 2020",452,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Dec 8, 2020",3 Days in List,"Dec 11, 2020",469,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Back and Forth,https://app.chartmetric.com/track?id=28441901,"Dec 11, 2020",34 Days in List,"Jan 14, 2021",473,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Jan 19, 2021",2 Days in List,"Jan 21, 2021",470,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Back and Forth,https://app.chartmetric.com/track?id=28441901,"Jan 21, 2021",15 Days in List,"Feb 5, 2021",455,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Feb 5, 2021",49 Days in List,"Mar 26, 2021",445,575,1077,9,1%
The Sound of Alternative Country,1850251,https://app.chartmetric.com/playlist/spotify?id=1850251,5BmMjQp8OwPGdg7OOINCHm,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5BmMjQp8OwPGdg7OOINCHm,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Mar 26, 2021",35 Days in List,"Apr 30, 2021",402,575,1077,9,1%
"ACM: New Music Friday ",807207,https://app.chartmetric.com/playlist/spotify?id=807207,67Ccfqz0HDNDA8y2QXQBjc,acmawards,https://open.spotify.com/user/acmawards/playlist/67Ccfqz0HDNDA8y2QXQBjc,Academy of Country Music,53693,https://app.chartmetric.com/curator/spotify?id=53693,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Mar 19, 2021",14 Days in List,"Apr 2, 2021",29,62,731,16,2%
[ 2021 ] A DIFFERENT MAY (daily new releases) by soundofus.com,1979992,https://app.chartmetric.com/playlist/spotify?id=1979992,6GBv338Ywdj2SKXonxOGeT,ga8,https://open.spotify.com/user/ga8/playlist/6GBv338Ywdj2SKXonxOGeT,Gerard At Soundofus,82795,https://app.chartmetric.com/curator/spotify?id=82795,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Mar 22, 2021",9 Days in List,"Mar 31, 2021",115,150,719,14,2%
PTCollab,1682469,https://app.chartmetric.com/playlist/spotify?id=1682469,6K8fU4jJvcQpivmseeLrBP,124710131,https://open.spotify.com/user/124710131/playlist/6K8fU4jJvcQpivmseeLrBP,124710131,225053,https://app.chartmetric.com/curator/spotify?id=225053,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Mar 1, 2020",132 Days in List,"Jul 11, 2020",2348,857,497,9,2%
OCTA Music Weekly: Episode #133,2107739,https://app.chartmetric.com/playlist/spotify?id=2107739,1fO4ByAuwV8FvS7xd4yTds,veslau,https://open.spotify.com/user/veslau/playlist/1fO4ByAuwV8FvS7xd4yTds,Vesa Lautamäki,213702,https://app.chartmetric.com/curator/spotify?id=213702,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Mar 20, 2021",7 Days in List,"Mar 27, 2021",13,50,436,17,4%
OCTA Music Weekly: Episode #133,2107739,https://app.chartmetric.com/playlist/spotify?id=2107739,1fO4ByAuwV8FvS7xd4yTds,veslau,https://open.spotify.com/user/veslau/playlist/1fO4ByAuwV8FvS7xd4yTds,Vesa Lautamäki,213702,https://app.chartmetric.com/curator/spotify?id=213702,Faustina,https://app.chartmetric.com/track?id=34670076,"Apr 24, 2021",7 Days in List,"May 1, 2021",12,50,436,17,4%
The Edge of Jam Band,2355428,https://app.chartmetric.com/playlist/spotify?id=2355428,3ss41oQVuB5vbLoueTXfay,particledetector,https://open.spotify.com/user/particledetector/playlist/3ss41oQVuB5vbLoueTXfay,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Apr 16, 2021",7 Days in List,"Apr 23, 2021",25,200,392,0,
Alt-Country and much more,853569,https://app.chartmetric.com/playlist/spotify?id=853569,0Wb299Km7s7a15Dm8wkPWw,djdoubledecker,https://open.spotify.com/user/djdoubledecker/playlist/0Wb299Km7s7a15Dm8wkPWw,djdoubledecker,182183,https://app.chartmetric.com/curator/spotify?id=182183,Parking Lots,https://app.chartmetric.com/track?id=20154376,"Feb 12, 2020",421 Days in List,"Apr 8, 2021",663,1330,301,1,0%
" In The Woods",172133,https://app.chartmetric.com/playlist/spotify?id=172133,2fJfv1rbdu4AudxU1uwJg8,rollogrady,https://open.spotify.com/user/rollogrady/playlist/2fJfv1rbdu4AudxU1uwJg8,Rollo Grady Music,126297,https://app.chartmetric.com/curator/spotify?id=126297,Lights of the City,https://app.chartmetric.com/track?id=22979975,"Feb 28, 2020",162 Days in List,"Aug 8, 2020",498,386,290,4,1%
The Needle / USA,1845535,https://app.chartmetric.com/playlist/spotify?id=1845535,5YeIpS04ZMVu7J1x6gEVEM,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5YeIpS04ZMVu7J1x6gEVEM,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Mar 26, 2021",6 Days in List,"Apr 1, 2021",183,300,209,1,0%
The Needle / USA - Emerging,1872826,https://app.chartmetric.com/playlist/spotify?id=1872826,5NUlEw5SqTYmQc4nRlRHow,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/5NUlEw5SqTYmQc4nRlRHow,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Mar 26, 2021",6 Days in List,"Apr 1, 2021",83,100,185,2,1%
The Sound of Roots Americana,2388832,https://app.chartmetric.com/playlist/spotify?id=2388832,1iWoJHBrst3QgMIW6kXHxb,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/1iWoJHBrst3QgMIW6kXHxb,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Faded Loves & Memories,https://app.chartmetric.com/track?id=31120308,"Mar 18, 2021",20 Days in List,"Apr 7, 2021",312,386,149,5,3%
The Sound of Roots Americana,2388832,https://app.chartmetric.com/playlist/spotify?id=2388832,1iWoJHBrst3QgMIW6kXHxb,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/1iWoJHBrst3QgMIW6kXHxb,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Mar 1, 2021",60 Days in List,"Apr 30, 2021",339,386,149,5,3%
The Sound of Roots Americana,2388832,https://app.chartmetric.com/playlist/spotify?id=2388832,1iWoJHBrst3QgMIW6kXHxb,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/1iWoJHBrst3QgMIW6kXHxb,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Back and Forth,https://app.chartmetric.com/track?id=28441901,"Mar 1, 2021",25 Days in List,"Mar 26, 2021",352,386,149,5,3%
American music,1834660,https://app.chartmetric.com/playlist/spotify?id=1834660,7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,https://open.spotify.com/user/oystenhandelsby/playlist/7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,263910,https://app.chartmetric.com/curator/spotify?id=263910,How It Feels in the Light,https://app.chartmetric.com/track?id=22382801,"Jul 20, 2019",470 Days in List,"Nov 1, 2020",1495,1729,146,0,
American music,1834660,https://app.chartmetric.com/playlist/spotify?id=1834660,7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,https://open.spotify.com/user/oystenhandelsby/playlist/7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,263910,https://app.chartmetric.com/curator/spotify?id=263910,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Jul 20, 2019",470 Days in List,"Nov 1, 2020",1493,1729,146,0,
American music,1834660,https://app.chartmetric.com/playlist/spotify?id=1834660,7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,https://open.spotify.com/user/oystenhandelsby/playlist/7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,263910,https://app.chartmetric.com/curator/spotify?id=263910,Been Here Too Long,https://app.chartmetric.com/track?id=20513979,"Jul 20, 2019",470 Days in List,"Nov 1, 2020",1496,1729,146,0,
American music,1834660,https://app.chartmetric.com/playlist/spotify?id=1834660,7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,https://open.spotify.com/user/oystenhandelsby/playlist/7ySQ5Wu45p2azUtFdQnA0j,oystenhandelsby,263910,https://app.chartmetric.com/curator/spotify?id=263910,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Jul 20, 2019",470 Days in List,"Nov 1, 2020",1494,1729,146,0,
The Sound of West Virginia Indie,2389808,https://app.chartmetric.com/playlist/spotify?id=2389808,1XqFISoYLSOgqSOekdJbwX,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/1XqFISoYLSOgqSOekdJbwX,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Holy Dirt,https://app.chartmetric.com/track?id=20638322,"Mar 1, 2021",60 Days in List,"Apr 30, 2021",155,180,127,-2,-2%
The Sound of West Virginia Indie,2389808,https://app.chartmetric.com/playlist/spotify?id=2389808,1XqFISoYLSOgqSOekdJbwX,thesoundsofspotify,https://open.spotify.com/user/thesoundsofspotify/playlist/1XqFISoYLSOgqSOekdJbwX,The Sounds of Spotify,137219,https://app.chartmetric.com/curator/spotify?id=137219,Back and Forth,https://app.chartmetric.com/track?id=28441901,"Mar 1, 2021",25 Days in List,"Mar 26, 2021",154,180,127,-2,-2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Jul 25, 2020",70 Days in List,"Oct 3, 2020",148,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Mar 26, 2021",28 Days in List,"Apr 23, 2021",125,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Nov 14, 2020",14 Days in List,"Nov 28, 2020",167,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Dec 4, 2020",14 Days in List,"Dec 18, 2020",145,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Jun 13, 2020",6 Days in List,"Jun 19, 2020",188,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Jan 15, 2021",22 Days in List,"Feb 6, 2021",193,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Feb 12, 2021",22 Days in List,"Mar 6, 2021",191,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Apr 3, 2020",49 Days in List,"May 22, 2020",199,200,101,2,2%
The Pulse of Alternative Country,1873522,https://app.chartmetric.com/playlist/spotify?id=1873522,6MdqVwbUAMHuAeqX0jz09h,particledetector,https://open.spotify.com/user/particledetector/playlist/6MdqVwbUAMHuAeqX0jz09h,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Mar 12, 2021",14 Days in List,"Mar 26, 2021",171,200,101,2,2%
The Pulse of New Americana,1961530,https://app.chartmetric.com/playlist/spotify?id=1961530,5P3bIrDxuCHsNjr2h7WJKX,particledetector,https://open.spotify.com/user/particledetector/playlist/5P3bIrDxuCHsNjr2h7WJKX,Particle Detector,267603,https://app.chartmetric.com/curator/spotify?id=267603,Lookin' Over My Shoulder,https://app.chartmetric.com/track?id=33649221,"Apr 9, 2021",6 Days in List,"Apr 15, 2021",81,200,93,2,2%
Paradigm New Signings,2235644,https://app.chartmetric.com/playlist/spotify?id=2235644,6MksFPeLdJ14tXzQ0PaHzy,paradigmtalentagency,https://open.spotify.com/user/paradigmtalentagency/playlist/6MksFPeLdJ14tXzQ0PaHzy,Paradigm Talent Agency,388945,https://app.chartmetric.com/curator/spotify?id=388945,Red Eyes,https://app.chartmetric.com/track?id=20513570,"Aug 13, 2020",196 Days in List,"Feb 25, 2021",42,67,91,-2,-2%
